#Bentoumi Feth-Allah, Bosch I Sais Jordi, Casol Nicolas, Jouet Jeremie, Leger Olivier, Menet Cedric
111,32988,12084
bus30,l1:a:v44,l1:r:v36,l3:a:v33,l3:r:v26,l5:a:v5,l13:r:v2
bus31,l4:r:v11,l11:a:v5,l11:r:v8,l11:r:v15
bus32,l1:r:v6,l3:a:v6,l3:a:v21,l3:a:v26,l5:a:v11,l13:a:v10
bus33,l10:a:v2,l10:a:v10,l12:a:v20
bus34,l2:a:v5,l3:a:v4,l10:a:v18,l12:r:v6
bus35,l1:a:v42,l2:a:v23,l10:r:v8,l12:r:v15,l14:a:v3
bus36,l1:a:v1,l2:a:v28,l4:r:v10,l7:a:v9,l13:r:v9
bus37,l1:r:v13,l2:a:v6,l3:a:v14,l4:a:v8,l7:a:v7,l9:a:v3,l11:a:v16
bus38,l1:a:v26,l2:r:v8,l10:a:v15,l15:r:v3
bus39,l2:a:v18,l5:r:v8,l11:a:v7,l11:r:v5,l14:r:v1
bus40,l2:a:v19,l3:r:v20,l6:a:v6,l10:r:v3,l10:r:v18,l12:a:v17
bus41,l1:r:v15,l1:r:v39,l2:r:v24,l2:r:v26,l3:a:v2,l3:a:v9,l3:a:v42,l5:r:v10,l10:r:v5,l14:r:v11
bus42,l1:a:v33,l2:a:v40,l3:r:v23,l3:r:v40,l5:a:v8,l7:a:v1,l10:a:v5
bus43,l1:a:v31,l1:r:v4,l1:r:v38,l3:a:v20,l3:a:v23,l12:r:v5
bus44,l1:a:v3,l1:r:v10,l2:r:v7,l5:a:v12
bus45,l1:a:v4,l1:a:v14,l2:a:v38,l2:r:v40,l2:r:v43,l11:a:v12,l11:a:v17
bus46,l2:r:v13,l3:a:v5,l4:a:v2,l6:r:v6,l10:a:v8,l10:r:v14,l10:r:v16,l14:a:v6
bus47,l1:a:v36,l1:r:v27,l1:r:v30,l6:a:v7,l13:a:v3,l15:a:v1
bus48,l1:a:v39,l2:r:v20,l3:a:v19,l3:r:v5,l10:r:v10,l11:r:v14
bus49,l4:r:v6,l5:a:v10,l5:r:v2,l11:a:v8
bus50,l2:r:v1,l4:a:v11,l4:r:v5,l13:a:v11
bus51,l2:a:v34,l2:r:v42,l4:r:v8,l12:a:v9,l15:r:v2
bus52,l2:r:v39,l3:a:v44,l11:a:v3,l12:a:v14,l13:a:v7,l13:r:v4,l15:a:v2,l15:a:v7
bus53,l2:r:v12,l6:r:v5,l7:r:v7,l12:r:v18
bus54,l2:a:v10,l2:r:v18,l3:r:v15,l11:r:v18,l12:r:v13
bus55,l2:a:v11,l4:a:v1,l4:a:v6,l7:a:v5,l14:a:v7,l15:a:v8,l15:r:v7
bus56,l1:a:v15,l3:r:v22,l5:a:v7,l5:r:v7,l5:r:v12,l12:a:v6,l13:a:v9
bus57,l3:a:v32,l3:r:v28,l3:r:v42,l7:r:v5
bus58,l1:r:v11,l3:a:v13,l5:r:v6,l14:a:v1
bus59,l1:a:v27,l1:a:v34,l1:a:v38,l3:r:v1,l5:a:v3,l12:r:v11,l14:a:v5
bus60,l1:a:v30,l2:a:v15,l2:r:v27,l3:r:v2,l4:r:v3,l6:r:v2,l14:r:v7
bus61,l1:a:v12,l1:r:v5,l2:a:v25,l2:r:v9,l2:r:v21,l9:r:v3,l10:r:v15
bus62,l1:a:v32,l4:a:v7,l7:a:v6,l10:r:v4,l12:r:v1,l14:a:v4,l14:a:v11,l14:r:v9
bus63,l4:a:v4,l6:a:v4,l15:r:v6
bus64,l1:a:v16,l1:a:v35,l1:r:v7,l1:r:v31,l6:a:v8,l12:r:v21
bus65,l1:a:v9,l2:a:v29,l2:r:v14,l2:r:v37,l3:r:v38,l6:r:v4,l11:a:v2,l14:r:v8
bus66,l1:r:v18,l1:r:v35,l7:a:v3,l14:r:v10
bus67,l2:a:v30,l2:a:v41,l2:r:v11,l2:r:v36,l3:r:v27,l6:a:v9,l11:a:v1,l11:r:v3
bus68,l2:a:v12,l2:r:v6,l3:a:v38,l3:r:v4,l11:a:v13,l15:a:v3
bus69,l2:r:v5,l9:a:v2,l10:a:v7,l15:a:v6,l15:r:v5
bus70,l1:a:v7,l1:a:v10,l1:a:v25,l1:r:v12,l1:r:v41,l2:a:v37,l3:r:v39,l6:r:v7,l10:a:v9
bus71,l4:a:v10,l10:r:v17,l11:r:v1,l13:a:v5
bus72,l2:a:v9,l2:a:v14,l2:r:v3,l11:r:v12
bus73,l1:a:v2,l1:a:v8,l1:r:v3,l3:a:v24,l3:r:v19,l10:a:v17,l12:a:v22
bus74,l3:a:v10
bus75,l3:a:v8,l3:r:v11,l10:a:v14,l11:a:v9,l11:a:v18,l11:r:v7,l11:r:v16
bus76,l1:r:v16,l2:a:v22,l3:r:v31,l6:a:v3,l7:r:v9,l11:a:v21,l11:r:v2
bus77,l2:a:v24,l2:a:v27,l7:a:v2,l9:a:v4,l12:r:v10,l12:r:v16,l13:r:v3
bus78,l1:r:v1,l2:a:v17,l3:a:v40,l10:r:v9,l12:a:v3
bus79,l1:r:v28,l3:a:v27,l3:r:v7,l9:r:v2,l15:a:v9
bus80,l5:r:v11,l7:r:v6,l13:r:v5
bus81,l2:r:v33,l3:r:v10,l7:r:v10,l12:a:v1
bus82,l3:a:v16,l3:r:v8,l3:r:v12,l10:a:v13,l11:r:v17
bus83,l1:a:v41,l1:r:v23,l1:r:v34,l3:r:v3,l7:r:v1,l7:r:v3,l11:a:v15
bus84,l1:a:v5,l1:a:v19,l5:r:v3,l7:a:v4,l11:r:v13,l11:r:v19
bus85,l2:a:v32,l2:a:v39,l3:r:v41,l10:a:v11,l10:r:v11,l11:a:v6
bus86,l2:r:v2,l10:a:v4,l10:r:v6,l12:a:v23,l14:a:v8,l14:r:v2
bus87,l1:a:v13,l1:r:v40,l4:r:v9,l9:a:v1,l12:a:v5,l12:r:v2,l12:r:v17
bus88,l11:a:v10
bus89,l11:a:v4,l13:r:v10
bus90,l1:a:v20,l10:a:v1
bus91,l2:a:v35,l6:r:v9
bus92,l3:r:v16,l15:a:v4
bus93,l1:a:v11,l12:a:v16
bus94,l1:r:v24,l3:a:v22
bus95,l3:a:v15,l12:a:v12
bus96,l5:r:v4,l15:r:v1
bus97,l3:a:v35,l11:r:v10
bus98,l3:a:v30,l10:r:v2
bus99,l12:a:v11,l14:r:v5
bus100,l12:r:v19
bus101,l10:a:v3,l15:a:v5
bus102,l1:r:v29,l12:r:v9
bus103,l11:a:v19
bus104,l1:a:v21,l1:a:v29
bus105,l2:a:v16,l5:a:v9
bus106,l1:r:v21,l12:a:v2
bus107,l2:a:v3,l10:r:v13
bus108,l2:r:v16,l2:r:v41
bus109,l2:a:v31,l10:a:v20
bus110,l11:r:v11
