#Bentoumi Feth-Allah, Bosch I Sais Jordi, Casol Nicolas, Jouet Jeremie, Leger Olivier, Menet Cedric
135,33776,12416
bus37,l2:r:v41,l9:r:v3,l10:r:v1,l13:a:v1,l14:r:v3
bus38,l10:a:v7,l10:a:v19,l13:a:v9,l13:r:v7
bus39,l1:a:v32,l3:r:v25,l10:r:v6,l12:a:v22
bus40,l1:a:v7,l5:a:v12,l6:r:v2,l9:a:v1,l10:a:v11,l10:r:v7,l11:a:v14
bus41,l3:r:v5,l11:r:v17,l14:r:v9
bus42,l1:a:v14,l2:a:v36,l11:r:v15,l12:r:v13,l13:r:v2,l14:a:v6
bus43,l2:a:v37,l2:a:v43,l2:r:v24,l6:a:v10,l6:r:v7
bus44,l1:r:v10,l2:r:v39,l15:a:v4,l15:a:v6,l15:a:v8
bus45,l2:a:v34,l2:r:v36,l3:a:v17,l3:a:v43,l7:a:v7,l7:r:v1,l7:r:v5,l10:r:v14
bus46,l1:a:v8,l1:r:v30,l11:r:v18,l12:r:v9
bus47,l1:r:v28,l5:a:v8,l5:r:v3,l11:a:v21
bus48,l1:a:v11,l1:r:v8,l2:r:v37,l3:a:v41,l11:a:v16,l12:r:v7,l13:r:v6,l15:a:v1
bus49,l3:r:v12,l12:a:v16,l12:r:v8
bus50,l1:a:v15,l1:a:v38,l10:r:v12
bus51,l1:a:v22,l4:r:v5,l7:r:v9,l11:a:v3,l11:a:v7
bus52,l2:a:v25,l2:a:v30,l2:r:v15,l3:r:v37,l7:a:v6,l10:r:v17
bus53,l2:a:v26,l2:r:v18,l3:a:v7,l3:r:v3
bus54,l1:r:v27,l2:r:v1,l2:r:v40,l3:r:v41,l6:a:v5,l11:a:v4,l14:a:v3
bus55,l1:r:v7,l1:r:v17,l3:r:v15,l11:a:v12,l13:r:v1,l13:r:v9
bus56,l1:a:v13,l1:r:v35,l2:r:v17,l3:a:v1,l3:r:v8,l3:r:v34
bus57,l1:r:v39,l10:a:v13,l10:r:v15
bus58,l5:a:v6,l5:r:v11,l10:r:v4
bus59,l3:a:v22,l9:r:v1,l11:a:v19,l12:a:v12,l12:a:v17
bus60,l1:a:v44,l2:a:v11,l2:r:v31,l2:r:v38,l3:a:v11,l3:r:v4,l3:r:v22
bus61,l3:a:v33,l13:r:v5,l14:r:v1,l15:a:v5
bus62,l1:r:v29,l2:a:v16,l10:a:v3,l14:r:v4
bus63,l4:a:v12,l7:a:v10,l11:r:v14,l13:a:v8
bus64,l2:a:v32,l3:r:v26,l13:a:v2,l13:r:v3,l13:r:v4
bus65,l1:r:v33,l10:a:v8,l10:a:v10,l11:a:v1,l14:a:v12,l14:r:v8
bus66,l2:a:v4,l3:r:v16,l4:a:v8,l4:r:v4,l10:a:v4,l12:a:v19
bus67,l1:a:v16,l2:r:v32,l3:r:v32,l3:r:v44,l9:a:v2
bus68,l2:r:v33,l5:a:v5,l5:r:v8,l10:a:v15
bus69,l1:a:v2,l1:r:v19,l1:r:v22,l2:a:v28,l2:r:v5,l2:r:v26,l3:a:v21,l3:a:v37,l11:a:v5,l12:r:v19
bus70,l1:a:v41,l11:r:v1,l11:r:v5,l11:r:v9,l11:r:v16
bus71,l2:a:v39,l3:a:v35,l10:a:v6,l14:a:v2,l14:a:v7,l14:r:v5
bus72,l1:r:v34,l2:a:v40,l3:a:v23,l4:r:v3,l12:a:v5,l14:a:v1,l15:r:v5
bus73,l1:r:v4,l2:a:v17,l3:a:v4,l3:a:v12,l3:r:v17,l5:a:v7
bus74,l1:a:v25,l1:r:v13,l10:a:v2,l11:r:v4
bus75,l1:a:v26,l2:r:v2,l3:a:v19,l3:a:v25,l10:a:v17
bus76,l1:r:v14,l2:a:v8,l3:a:v5,l12:a:v14,l14:r:v12
bus77,l3:a:v9,l7:a:v1,l12:a:v11,l12:r:v5,l12:r:v12,l12:r:v14
bus78,l2:a:v42,l2:r:v13,l10:r:v8,l12:r:v4,l14:a:v10
bus79,l3:a:v16,l6:a:v4,l12:r:v17,l15:r:v6
bus80,l2:r:v27,l2:r:v34,l3:a:v44,l3:r:v13,l6:a:v1,l7:r:v8,l11:a:v9,l11:a:v11
bus81,l1:a:v5,l1:r:v25,l2:r:v11,l3:r:v11,l9:r:v4,l15:a:v9
bus82,l1:a:v36,l1:r:v18,l3:a:v2,l3:a:v26,l10:r:v2,l11:r:v7,l15:a:v7,l15:r:v1
bus83,l1:a:v43,l1:r:v31,l2:a:v21,l2:r:v14,l3:a:v30,l3:r:v9
bus84,l2:a:v3,l2:a:v13,l2:r:v19,l7:r:v2,l13:r:v8,l14:a:v9
bus85,l10:r:v11,l13:a:v3
bus86,l4:r:v8,l12:a:v9
bus87,l5:r:v12,l12:r:v6
bus88,l3:a:v10,l12:r:v20
bus89,l3:r:v18,l12:r:v11
bus90,l3:r:v33
bus91,l2:r:v4,l7:r:v7
bus92,l15:r:v3
bus93,l5:a:v1,l11:a:v6
bus94,l10:a:v18
bus95,l2:r:v28,l3:r:v23
bus96,l1:r:v38,l12:a:v3
bus97,l3:a:v24,l12:a:v6
bus98,l1:a:v37
bus99,l2:r:v30,l2:r:v42
bus100,l1:a:v39,l1:r:v9
bus101,l3:r:v21,l3:r:v43
bus102,l2:a:v14,l12:a:v10
bus103,l1:r:v21,l10:r:v3
bus104,l2:r:v43,l14:a:v8
bus105,l4:r:v9,l7:a:v5
bus106,l1:r:v3,l11:a:v13
bus107,l2:a:v35,l2:r:v12
bus108,l1:r:v1,l1:r:v40
bus109,l3:a:v15,l12:r:v18
bus110,l1:r:v23,l3:r:v35
bus111,l2:a:v18,l3:a:v29
bus112,l1:a:v42,l3:a:v34
bus113,l1:a:v10,l6:r:v5
bus114,l3:r:v6,l14:r:v11
bus115,l2:a:v27,l6:r:v3
bus116,l1:a:v6,l1:r:v2
bus117,l3:r:v2,l5:a:v10,l11:r:v2
bus118,l1:a:v20,l2:r:v9
bus119,l2:a:v5,l4:r:v6
bus120,l4:a:v9,l10:a:v9,l12:a:v20
bus121,l12:r:v1,l14:a:v11
bus122,l11:a:v15
bus123,l2:a:v38,l6:r:v4
bus124,l7:r:v6
bus125,l3:r:v36,l11:r:v6
bus126,l2:r:v20,l12:a:v18
bus127,l12:a:v21
bus128,l3:r:v10,l10:r:v18
bus129,l2:a:v23,l6:a:v9
bus130,l2:r:v10,l4:a:v11
bus131,l6:a:v8,l11:a:v10
bus132,l3:a:v38,l11:r:v11
bus133,l1:a:v9,l14:r:v7
bus134,l2:a:v12,l2:r:v6
